Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_subject_topic_ms,Allegheny County Parks Department.South Park.Tennis Courts.,"Allegheny County (Pa.). Department of Parks, Recreation, and Conservation",http://id.loc.gov/authorities/names/n00112485,naf,corporate,,split
mods_subject_topic_ms,Pittsburgh (Pa.).Department of Parks and Recreation.Roving Art Cart.,Pittsburgh (Pa.). Department of Parks and Recreation. Roving Art Cart,,local,corporate,,add
mods_subject_name_corporate_namePart_ms,Allegheny (Pa.). Dept. of Public Safety,Allegheny County (Pa.). Department of Public Safety,,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,"Allegheny (Pittsburgh, Pa.). Fire Dept",Allegheny County (Pa.). Fire Department,,local,corporate,,replace
mods_subject_topic_ms,Allegheny County (Pa.).Free Library Service.,Allegheny County (Pa.). Free Library Service,,local,corporate,,replace
mods_subject_topic_ms,Allegheny County (Pa.).Housing Authority.,Allegheny County (Pa.). Housing Authority,,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Allegheny (Pa.). Police Department,Allegheny County (Pa.). Police Department,,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Allegheny County Agricultural Society,Allegheny County Agricultural Society,,local,corporate,,
mods_subject_topic_ms,"Allegheny County Airport (West Mifflin, Pa.)","Allegheny County Airport (West Mifflin, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Allegheny County Municipal Airport (West Mifflin, Pa.)","Allegheny County Airport (West Mifflin, Pa.)",,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Pennsylvania Woman's Christian Temperance Union. Allegheny County Branch,Pennsylvania Woman's Christian Temperance Union. Allegheny County Branch,,local,corporate,,split
mods_subject_topic_ms,"Allegheny County Courthouse (Pittsburgh, Pa.)","Allegheny County Courthouse (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,Allegheny County Courthouse (Pa.),"Allegheny County Courthouse (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,"Allegheny County Courthouse and Jail (Pittsburgh, Pa.)","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,
mods_subject_topic_ms,"Allegheny County Courthouse and Jail (Pittsburgh, Pa.)","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,
mods_subject_topic_ms,"Allegheny County Courthouse and Jail (Pittsburgh, Pa.).","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,replace
mods_subject_topic_ms,"Allegheny County Courthouse and Jail (Pittsburgh, Pa.).Courtyard.","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,split
mods_subject_topic_ms,"Allegheny County Courthouse and Jail (Pittsburgh, Pa.).Courtyard.",Courtyards,http://id.loc.gov/authorities/subjects/sh85033602,lcsh,topic,,replace
mods_subject_name_corporate_namePart_ms,Allegheny County Emergency Association,Allegheny County Emergency Association,,local,corporate,,
mods_subject_topic_ms,Allegheny County Fair (Pa.),Allegheny County Fair (Pa.),,local,conference,,
mods_subject_topic_ms,Allegheny County Light Company.,Allegheny County Light Company,,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Allegheny County Medical Society,Allegheny County Medical Society,http://id.loc.gov/authorities/names/no2008130826,naf,corporate,,
mods_subject_topic_ms,"Allegheny County Morgue (Pittsburgh, Pa.)","Allegheny County Morgue (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny County Planning Commission,Allegheny County Planning Commission,http://id.loc.gov/authorities/names/n88222343,naf,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny County (Pa.). Sesqui-centennial commission,Allegheny County Sesqui-centennial Commission (Pa.),,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Allegheny County Socialist Party,Allegheny County Socialist Party,http://id.loc.gov/authorities/names/n88222332,naf,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny County Woman's Christian Temperance Union (Pa.),Allegheny County Woman's Christian Temperance Union (Pa.),,local,corporate,,
mods_subject_topic_ms,"Allegheny Courthouse and Jail (Pittsburgh, Pa.)","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,replace
mods_subject_topic_ms,"Allegheny County Jail (Pittsburgh, Pa.)","Allegheny County Courthouse and Jail (Pittsburgh, Pa.)",http://id.loc.gov/authorities/subjects/sh85003631,lcsh,corporate,,replace
mods_subject_topic_ms,"Allegheny Dwellings (Pittsburgh, Pa.)","Allegheny Dwellings (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,Allegheny General Hospital,"Allegheny General Hospital (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n86133866,naf,corporate,,replace
mods_subject_topic_ms,"Allegheny General Hospital (Pittsburgh, Pa.)","Allegheny General Hospital (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n86133866,naf,corporate,,
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Orchestra.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Library.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Home Economics.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Woodshop.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.)","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Football Team.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Domestic Science Department.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Band.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Aeronautics Class.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Hockey Team.","Allegheny High School (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Aeronautics Class.","Allegheny High School (Pittsburgh, Pa.). Aeronautics Class",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Band.","Allegheny High School (Pittsburgh, Pa.). Band",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Domestic Science Department.","Allegheny High School (Pittsburgh, Pa.). Domestic Science Department",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Football Team.","Allegheny High School (Pittsburgh, Pa.). Football Team",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Hockey Team.","Allegheny High School (Pittsburgh, Pa.). Hockey Team",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Home Economics.","Allegheny High School (Pittsburgh, Pa.). Home Economics",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Library.","Allegheny High School (Pittsburgh, Pa.). Library",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Orchestra.","Allegheny High School (Pittsburgh, Pa.). Orchestra",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny High School (Pittsburgh, Pa.).Woodshop.","Allegheny High School (Pittsburgh, Pa.). Woodshop",,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Housing Rehabilitation Corporation (Pittsburgh, Pa.)","Allegheny Housing Rehabilitation Corporation (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,"Allegheny Institute and Mission Church (Pittsburgh, Pa.)","Allegheny Institute and Mission Church (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Allegheny Ludlum Corporation (Natrona, Pa.)","Allegheny Ludlum Corporation (Natrona, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Corrosion Laboratory.",Allegheny Ludlum Corporation. Brackenridge Works,,local,corporate,,replace
mods_subject_topic_ms,Allegheny Ludlum Corporation.Brackenridge Works.,Allegheny Ludlum Corporation. Brackenridge Works,,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Research Center.",Allegheny Ludlum Corporation. Brackenridge Works,,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Corrosion Laboratory.",Allegheny Ludlum Corporation. Brackenridge Works. Corrosion Laboratory,,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Research Center.",Allegheny Ludlum Corporation. Brackenridge Works. Research Center,,local,corporate,,replace
mods_subject_topic_ms,Allegheny Ludlum Corporation.Brackenridge Works.,Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Research Center.",Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel (West Leechburg, Pa.)",Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Research Center.",Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Corrosion Laboratory.",Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel Corporation (Brackenridge, Pa.).Corrosion Laboratory.",Allegheny Ludlum Steel Corporation,http://id.loc.gov/authorities/names/no95034659,naf,corporate,,split
mods_subject_topic_ms,"Allegheny Ludlum Steel (West Leechburg, Pa.)","Allegheny Ludlum Steel Corporation (West Leechburg, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,Allegheny Manufacturing Company.,Allegheny Manufacturing Company,,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Market House (Pittsburgh, Pa.)","Allegheny Market House (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny Observatory,Allegheny Observatory,http://id.loc.gov/authorities/names/n88172962,naf,corporate,,
mods_subject_topic_ms,"Allegheny Observatory (Pittsburgh, Pa.)",Allegheny Observatory,http://id.loc.gov/authorities/names/n88172962,naf,corporate,,replace
mods_subject_topic_ms,"Lemon Inn (Portage, Pa.), Allegheny Portage Railroad",Allegheny Portage Railroad,http://id.loc.gov/authorities/names/n88159030,naf,corporate,,add
mods_subject_name_corporate_namePart_ms,Allegheny Portage Railroad,Allegheny Portage Railroad,http://id.loc.gov/authorities/names/n88159030,naf,corporate,,
mods_subject_topic_ms,Allegheny Portage Railroad,Allegheny Portage Railroad,http://id.loc.gov/authorities/names/n88159030,naf,corporate,,
mods_subject_topic_ms,"Allegheny Post Office (Pittsburgh, Pa.)","Allegheny Post Office (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,Allegheny Railroad.,Allegheny Railroad,,local,corporate,,replace
mods_subject_topic_ms,"Allegheny Steel Company, Inc.","Allegheny Steel Company, Inc.",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny Theological Seminary,Allegheny Theological Seminary,http://id.loc.gov/authorities/names/no94039324,naf,corporate,,
mods_subject_topic_ms,"Allegheny Towers (Pittsburgh, Pa.)","Allegheny Towers (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Allegheny Traditional Academy Middle School (Pittsburgh, Pa.)","Allegheny Traditional Academy Middle School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,"Allegheny United Methodist Church (Pittsburgh, Pa.)","Allegheny United Methodist Church (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny Valley Railroad Company,Allegheny Valley Railroad Company,http://id.loc.gov/authorities/names/n97089466,naf,corporate,,
mods_subject_topic_ms,"Allegheny Vocational High School (Pittsburgh, Pa.)","Allegheny Vocational High School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Allegheny Wesleyan Methodist Connection (Original Allegheny Conference),Allegheny Wesleyan Methodist Connection (Original Allegheny Conference),http://id.loc.gov/authorities/names/no2006113002,naf,corporate,,
mods_subject_topic_ms,"Allen, Ethan, 1738-1789.","Allen, Ethan, 1738-1789",http://id.loc.gov/authorities/names/n79139711,naf,personal,,replace
mods_subject_topic_ms,"Allen, Ethel D","Allen, Ethel D.",http://id.loc.gov/authorities/names/nr92005983,naf,personal,,replace
mods_subject_topic_ms,"Allen, Floyd.","Allen, Floyd",,local,personal,,replace
mods_subject_topic_ms,"Allen, James","Allen, James",,local,personal,,
mods_subject_topic_ms,"Allen, Lucile A., 1906-","Allen, Lucile A., 1906-",,local,personal,,
mods_subject_topic_ms,"Allen, Marty.","Allen, Marty, 1922-2018",http://id.loc.gov/authorities/names/n94116890,naf,personal,,replace
mods_subject_topic_ms,"Allen, Marty, 1922-2018.","Allen, Marty, 1922-2018",http://id.loc.gov/authorities/names/n94116890,naf,personal,,replace
mods_subject_topic_ms,"Allen, Rex, 1920-1999.","Allen, Rex, 1920-1999",http://id.loc.gov/authorities/names/n87136308,naf,personal,,replace
mods_subject_topic_ms,"Allen, W., engraver.","Allen, W. (Engraver)",,local,personal,egr,replace
mods_subject_topic_ms,"Allen, Walter.","Allen, Walter",,local,personal,,replace
mods_subject_name_corporate_namePart_ms,"Allgemeyner Idisher arbeyṭerbund in Liṭa, Poylen un Rusland","Allgemeyner Idisher arbayṭerbund in Liṭa, Poylen un Rusland",http://id.loc.gov/authorities/names/n50073279,naf,corporate,,replace
mods_subject_topic_ms,Allied Services,Allied Services (Firm),http://id.loc.gov/authorities/names/no2009103075,naf,corporate,,replace
mods_subject_topic_ms,"Allom, Thomas, 1804-1872.","Allom, Thomas, 1804-1872",http://id.loc.gov/authorities/names/n87108368,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Allouez, Claude, 1622-1689","Allouez, Claude, 1622-1689",http://id.loc.gov/authorities/names/no2002044412,naf,personal,,
mods_subject_topic_ms,"Allshouse, Dick","Allshouse, Dick",,local,personal,,
mods_subject_topic_ms,"Almon, John, 1737-1805.","Almon, John, 1737-1805",http://id.loc.gov/authorities/names/n79011125,naf,personal,,replace
mods_subject_topic_ms,"Alms-House (Philadelphia, Pa.)","Alms-House (Philadelphia, Pa.)",http://id.loc.gov/authorities/names/nr93021236,naf,corporate,,
mods_subject_topic_ms,Alpha Phi Alpha Fraternity,Alpha Phi Alpha Fraternity,http://id.loc.gov/authorities/names/no92001108,naf,corporate,,
mods_subject_topic_ms,"Alsop, George, b. 1638","Alsop, George, 1638-",http://id.loc.gov/authorities/names/n84141041,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Alston, Theodosia Burr, 1783-1813","Alston, Theodosia Burr, 1783-1813",http://id.loc.gov/authorities/names/nr92006157,naf,personal,,
mods_subject_topic_ms,"Altman, Peggy","Altman, Peggy",,local,personal,,
mods_subject_topic_ms,Aluminum Company of America. Massena Works.,Aluminum Company of America,http://id.loc.gov/authorities/names/n82076349,naf,corporate,,split
mods_subject_topic_ms,Aluminum Company of America.,Aluminum Company of America,http://id.loc.gov/authorities/names/n82076349,naf,corporate,,replace
mods_subject_topic_ms,Aluminum Company of America,Aluminum Company of America,http://id.loc.gov/authorities/names/n82076349,naf,corporate,,
mods_subject_topic_ms,"Aluminum Company of America (New Kensington, Pa.).Aluminum Research Laboratories.",Aluminum Company of America,http://id.loc.gov/authorities/names/n82076349,naf,corporate,,split
mods_subject_topic_ms,"Aluminum Company of America (New Kensington, Pa.).Aluminum Research Laboratories.",Aluminum Company of America,http://id.loc.gov/authorities/names/n82076349,naf,corporate,,split
mods_subject_topic_ms,"Aluminum Company of America (New Kensington, Pa.).Aluminum Research Laboratories.","Aluminum Company of America (New Kensington, Pa.). Aluminum Research Laboratories",,local,corporate,,replace
mods_subject_topic_ms,Aluminum Company of America. Massena Works.,Aluminum Company of America. Massena Works,,local,corporate,,replace
mods_subject_topic_ms,"Amaury-Duval, Eugène Emmanuel.","Amaury-Duval, 1808-1885",http://id.loc.gov/authorities/names/nr94000246,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Ambrister, Robert Christie, 1785?-1818","Ambrister, Robert Christie, 1785?-1818",http://id.loc.gov/authorities/names/n97085911,naf,personal,,
